SK_ID_CURR,CODE_GENDER,FLAG_OWN_CAR,CNT_CHILDREN,AMT_CREDIT,AMT_ANNUITY,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,REGION_RATING_CLIENT,HOUR_APPR_PROCESS_START,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,DEF_30_CNT_SOCIAL_CIRCLE,FLAG_DOCUMENT_3,FLAG_DOCUMENT_6,FLAG_DOCUMENT_13,FLAG_DOCUMENT_16,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_CONTRACT_TYPE_Cashloans,NAME_INCOME_TYPE_Commercialassociate,NAME_INCOME_TYPE_Pensioner,NAME_INCOME_TYPE_Stateservant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Highereducation,NAME_EDUCATION_TYPE_Lowersecondary,NAME_FAMILY_STATUS_Civilmarriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Singlenotmarried,NAME_FAMILY_STATUS_Widow,NAME_HOUSING_TYPE_Houseapartment,NAME_HOUSING_TYPE_Rentedapartment,NAME_HOUSING_TYPE_Withparents,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Cookingstaff,OCCUPATION_TYPE_Corestaff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_Highskilltechstaff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_LowskillLaborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Salesstaff,OCCUPATION_TYPE_Securitystaff,ORGANIZATION_TYPE_BusinessEntityType3,ORGANIZATION_TYPE_Construction,ORGANIZATION_TYPE_Medicine,ORGANIZATION_TYPE_Military,ORGANIZATION_TYPE_Restaurant,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Selfemployed,ORGANIZATION_TYPE_Transporttype3,FONDKAPREMONT_MODE_orgspecaccount,FONDKAPREMONT_MODE_regoperaccount,FONDKAPREMONT_MODE_regoperspecaccount,HOUSETYPE_MODE_blockofflats,WALLSMATERIAL_MODE_Panel,WALLSMATERIAL_MODE_Stonebrick,ANNUITY_INCOME_PERC,PAYMENT_RATE,BURO_DAYS_CREDIT_MIN,BURO_DAYS_CREDIT_MAX,BURO_DAYS_CREDIT_MEAN,BURO_DAYS_CREDIT_VAR,BURO_DAYS_CREDIT_ENDDATE_MIN,BURO_DAYS_CREDIT_ENDDATE_MAX,BURO_DAYS_CREDIT_ENDDATE_MEAN,BURO_DAYS_CREDIT_UPDATE_MEAN,BURO_AMT_CREDIT_SUM_MAX,BURO_AMT_CREDIT_SUM_MEAN,BURO_AMT_CREDIT_SUM_LIMIT_MEAN,BURO_MONTHS_BALANCE_SIZE_SUM,BURO_CREDIT_ACTIVE_Active_MEAN,BURO_CREDIT_ACTIVE_Sold_MEAN,BURO_CREDIT_TYPE_Carloan_MEAN,BURO_CREDIT_TYPE_Consumercredit_MEAN,BURO_CREDIT_TYPE_Microloan_MEAN,BURO_CREDIT_TYPE_Mortgage_MEAN,ACTIVE_DAYS_CREDIT_MIN,ACTIVE_DAYS_CREDIT_ENDDATE_MIN,ACTIVE_DAYS_CREDIT_UPDATE_MEAN,ACTIVE_AMT_CREDIT_SUM_MAX,CLOSED_DAYS_CREDIT_MAX,CLOSED_DAYS_CREDIT_ENDDATE_MAX,CLOSED_AMT_CREDIT_SUM_MAX,PREV_AMT_ANNUITY_MIN,PREV_AMT_ANNUITY_MAX,PREV_AMT_APPLICATION_MIN,PREV_AMT_APPLICATION_MEAN,PREV_APP_CREDIT_PERC_MIN,PREV_APP_CREDIT_PERC_MAX,PREV_APP_CREDIT_PERC_MEAN,PREV_AMT_DOWN_PAYMENT_MIN,PREV_AMT_DOWN_PAYMENT_MAX,PREV_AMT_GOODS_PRICE_MIN,PREV_HOUR_APPR_PROCESS_START_MIN,PREV_HOUR_APPR_PROCESS_START_MAX,PREV_RATE_DOWN_PAYMENT_MIN,PREV_RATE_DOWN_PAYMENT_MAX,PREV_DAYS_DECISION_MIN,PREV_DAYS_DECISION_MAX,PREV_DAYS_DECISION_MEAN,PREV_CNT_PAYMENT_MEAN,PREV_CNT_PAYMENT_SUM,PREV_NAME_CONTRACT_TYPE_Cashloans_MEAN,PREV_NAME_CONTRACT_TYPE_Revolvingloans_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Buildingahouseoranannex_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Carrepairs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Other_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Paymentsonotherloans_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Repairs_MEAN,PREV_NAME_CASH_LOAN_PURPOSE_Urgentneeds_MEAN,PREV_NAME_CONTRACT_STATUS_Approved_MEAN,PREV_NAME_CONTRACT_STATUS_Canceled_MEAN,PREV_NAME_CONTRACT_STATUS_Refused_MEAN,PREV_NAME_PAYMENT_TYPE_Cashthroughthebank_MEAN,PREV_CODE_REJECT_REASON_HC_MEAN,PREV_CODE_REJECT_REASON_LIMIT_MEAN,PREV_CODE_REJECT_REASON_SCO_MEAN,PREV_CODE_REJECT_REASON_SCOFR_MEAN,PREV_NAME_TYPE_SUITE_Children_MEAN,PREV_NAME_TYPE_SUITE_Family_MEAN,PREV_NAME_TYPE_SUITE_Unaccompanied_MEAN,PREV_NAME_TYPE_SUITE_nan_MEAN,PREV_NAME_CLIENT_TYPE_New_MEAN,PREV_NAME_CLIENT_TYPE_Refreshed_MEAN,PREV_NAME_GOODS_CATEGORY_ClothingandAccessories_MEAN,PREV_NAME_GOODS_CATEGORY_ConstructionMaterials_MEAN,PREV_NAME_GOODS_CATEGORY_ConsumerElectronics_MEAN,PREV_NAME_GOODS_CATEGORY_Furniture_MEAN,PREV_NAME_GOODS_CATEGORY_HouseConstruction_MEAN,PREV_NAME_GOODS_CATEGORY_Mobile_MEAN,PREV_NAME_PRODUCT_TYPE_walkin_MEAN,PREV_NAME_PRODUCT_TYPE_xsell_MEAN,PREV_CHANNEL_TYPE_APCashloan_MEAN,PREV_CHANNEL_TYPE_Contactcenter_MEAN,PREV_CHANNEL_TYPE_Creditandcashoffices_MEAN,PREV_CHANNEL_TYPE_Stone_MEAN,PREV_NAME_SELLER_INDUSTRY_Construction_MEAN,PREV_NAME_SELLER_INDUSTRY_Consumerelectronics_MEAN,PREV_NAME_YIELD_GROUP_high_MEAN,PREV_NAME_YIELD_GROUP_low_action_MEAN,PREV_NAME_YIELD_GROUP_low_normal_MEAN,PREV_NAME_YIELD_GROUP_middle_MEAN,PREV_PRODUCT_COMBINATION_CardXSell_MEAN,PREV_PRODUCT_COMBINATION_CashStreethigh_MEAN,PREV_PRODUCT_COMBINATION_CashStreetmiddle_MEAN,PREV_PRODUCT_COMBINATION_CashXSellhigh_MEAN,PREV_PRODUCT_COMBINATION_CashXSelllow_MEAN,PREV_PRODUCT_COMBINATION_CashXSellmiddle_MEAN,PREV_PRODUCT_COMBINATION_POShouseholdwithinterest_MEAN,PREV_PRODUCT_COMBINATION_POShouseholdwithoutinterest_MEAN,PREV_PRODUCT_COMBINATION_POSindustrywithinterest_MEAN,PREV_PRODUCT_COMBINATION_POSindustrywithoutinterest_MEAN,POS_MONTHS_BALANCE_SIZE,POS_NAME_CONTRACT_STATUS_Returnedtothestore_MEAN,POS_NAME_CONTRACT_STATUS_Signed_MEAN,INSTAL_NUM_INSTALMENT_VERSION_NUNIQUE,INSTAL_DBD_MEAN,INSTAL_DBD_SUM,INSTAL_PAYMENT_DIFF_MAX,INSTAL_PAYMENT_DIFF_MEAN,INSTAL_PAYMENT_DIFF_SUM,INSTAL_AMT_INSTALMENT_MEAN,INSTAL_AMT_INSTALMENT_SUM,INSTAL_AMT_PAYMENT_MIN,INSTAL_DAYS_ENTRY_PAYMENT_SUM
100002,0,0,-0.5751334627736389,-0.45449268364307294,-0.18496375116398944,0.018801,-1.509655901233698,-0.7633157079307109,-0.3786837848278267,-0.581111237999279,2,-0.6291297345236119,0,0,0.2629485927471776,0.1393757800997895,4.072994288244759,1,0,0,0,-0.2507438512121229,-0.44780073023876044,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0.1219777777777777,0.0607492667810303,-0.42131895874080505,-0.7253405083279039,-0.3968439741223441,-0.6787283900774541,-0.002574497794507814,-0.36341418597842534,-0.2936824059072469,0.08227074831751821,-0.2157578805607561,-0.3018137273033033,0.12575939560218655,0.300819939516183,0.25,0.0,0.0,0.5,0.0,0.0,0.2503222397421363,-0.00138249586400581,0.34395778247386777,-0.2345646205890686,-0.6881399832755077,-0.1064210201763618,-0.19500321417020683,0.19492226164344675,-0.7651265133343219,1.4916171049824496,0.18039351268320353,1.0,-0.3629684204621563,1.0,-0.24009625211050062,-0.409029541395587,0.9320310681183208,-0.56003291718881,-1.8705692005598165,0.0,0.0,-1.1074405937507728,0.2536446743171538,-0.54688256936305,1.1679758913795062,-0.4958930911749219,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.4281957124554253,0.0,0.0,-0.1582628190486891,0.9178893700851408,0.001291554891056475,-0.43166655393032877,0.07276589301330777,0.041171259062570464,-0.29555325654233755,-0.5108834116931168,0.2898933243966259,-0.6308613813186634
100003,1,0,-0.5751334627736389,1.770419383326731,0.5615685824567823,0.0035409999999999,0.16603757294666224,-0.5047375991738929,-1.0767351169852628,-1.7860628612231761,1,-0.32309222941506305,0,0,0.6222457752555098,0.5334816299804352,-0.31368518118918914,1,0,0,0,-0.2507438512121229,-1.0147585519173872,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0.1322166666666666,0.0275983231574736,1.021491882232583,0.28358755361016,0.6210049070682415,0.9206253184765264,-0.5654508941728045,-0.313795274224505,-0.3579618584216316,-0.6809262204619868,-0.048735968563999955,-0.12288072881477465,7.421362223656351,-0.48466229450276854,0.25,0.0,0.0,0.5,0.0,0.0,-0.4686151529286192,0.11018356354365663,0.23225293644889167,0.0006701815103918415,-0.15122019211262538,-0.2193098226140677,-0.2088549478961534,-0.14372310347726297,3.969981293989357,0.2850777790955378,1.8988229842142503,0.8688248275382717,-0.3265587309468964,0.949329315178998,-0.24009625211050062,-0.15632719220915212,-0.08718226901464328,0.4317875293668638,0.707710445942563,0.0,0.1000605951425623,0.9482036069564836,0.5202870690036324,0.698741244529894,-0.5364298800380053,-0.41381118541752404,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.6666666666666666,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.3333333333333333,0.6666666666666666,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,-0.05210036432390308,0.0,0.0,-0.1582628190486891,-0.5595239482594904,-0.5218453963729123,-0.43166655393032877,0.07276589301330777,0.041171259062570464,2.022992545413987,1.087655352330104,0.10718542975121516,-0.11660151305256575
100004,0,1,-0.5751334627736389,-1.1358289655546998,-1.4034242580433915,0.010032,0.6893476516166241,-0.9566626785437943,-0.2051633074596907,-0.31034299461763787,2,-0.9351672396321608,0,0,0.5559120833904428,0.7295666907060153,-0.31368518118918914,0,0,0,0,-0.2507438512121229,-1.0147585519173872,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0.05,-0.5607027736651271,-0.11356504333563851,-0.41037020510162103,-0.09243241949860918,0.19455622252300137,-0.49565541409323144,-0.3395493298241608,0.004713760980099157,-0.3806744813567931,-0.3184725523731692,-0.17420517404375246,-0.48466229450276854,0.0,0.0,0.0,1.0,0.0,0.0,-0.19818916119007818,-0.13521059006172934,0.28505886366069855,-0.2345646205890686,-0.8102488321018488,-0.21081521965835914,-0.21991306396425103,-0.32958805788644624,-0.9720840376333164,-0.20223625942240148,-0.8569921200448785,1.207699194270367,0.31777030578753224,1.207699194270367,0.08797842164889125,-0.23065141255810356,-0.4988364577950294,-1.8824601792630418,-3.1597090238110064,0.2120076030674443,0.2120076030674443,-0.8598154421958353,0.6517036778133969,-0.17444283101737723,-1.266889496359796,-0.7694994436995816,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.055021292674629,0.0,0.0,-0.1582628190486891,-0.5030762361440845,-0.9123208241106114,-0.43166655393032877,0.07276589301330777,0.041171259062570464,-0.49007938757947095,-0.737470692851244,0.015032736830579636,-0.6974422329782546
100006,1,0,-0.5751334627736389,-0.6900902017193823,0.15348053101760434,0.008019,0.679941376638339,0.3639159022941105,1.3749504513191035,-0.3722705247341203,2,1.51313280123623,0,0,0.6504416904014653,0.5334816299804352,-0.31368518118918914,1,0,0,0,-0.2507438512121229,-0.44780073023876044,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2199,0.0949413542491185,0.062129408339050805,-0.3201646265953216,-0.05192508415078356,-0.19454327349980624,-0.08522888786474228,-0.3483919466400825,-0.2222644452818588,0.13194343359276792,-0.2157578805607561,-0.19270394151184914,-0.17420517404375246,-0.48466229450276854,0.375,0.0,0.0,0.75,0.0,0.0,-0.19818916119007818,-0.13521059006172934,0.28505886366069855,-0.2345646205890686,-0.23741467363710148,-0.17169533762549075,-0.13959627926642057,-0.7166996431848734,0.8664362638485412,-0.46798123686988,0.8047315214936542,0.7594182756737976,0.4564671842885149,1.0107628093387502,-0.05828212827858281,2.0496156677477266,-0.47451911505365385,0.4317875293668638,0.06314053431696813,0.1089943166997336,0.2178298883821148,-1.094407691037355,-0.5558054524096562,-1.1412813436925078,1.046232621992541,1.063663118215638,0.5555555555555556,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.5555555555555556,0.3333333333333333,0.1111111111111111,0.4444444444444444,0.0,0.1111111111111111,0.0,0.0,0.0,0.1111111111111111,0.3333333333333333,0.5555555555555556,0.1111111111111111,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.0,0.4444444444444444,0.0,0.0,0.7777777777777778,0.1111111111111111,0.1111111111111111,0.1111111111111111,0.2222222222222222,0.0,0.2222222222222222,0.1111111111111111,0.1111111111111111,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.1111111111111111,0.0,0.1111111111111111,0.0,-0.34461896842619816,0.0476190476190476,0.0,-0.1582628190486891,0.8013486902069873,-0.1939461589777931,-0.43166655393032877,0.07276589301330777,0.041171259062570464,1.9442118482203221,0.38881537361037366,-0.18782641355585103,-0.6604349149441614
100007,0,0,-0.5751334627736389,-0.18756871071953032,-0.3774004820073144,0.028663,0.892614959683957,0.3634466135304865,-0.1907032676790127,0.30036786089277906,2,-0.32309222941506305,0,1,0.3227382869704046,0.5334816299804352,-0.31368518118918914,0,0,0,0,-0.2507438512121229,-1.0147585519173872,1,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1799629629629629,0.0426228070175438,-0.7829634515174244,1.372748463416062,0.13454367149210492,-0.19454327349980624,0.11686109585698098,-0.5412911563256215,-0.4363795025376455,-0.6012567859986458,-0.3566826188080191,-0.25516714891598075,-0.17420517404375246,-0.48466229450276854,0.0,0.0,0.0,1.0,0.0,0.0,-0.19818916119007818,-0.13521059006172934,0.28505886366069855,-0.2345646205890686,0.5203784764322508,-0.30045563505938894,-0.18807734730723352,-0.8040564141791987,-0.051606700690201616,-0.2799996618296603,-0.010797236524735554,0.7911392405063291,0.21120342329672628,0.9696497277765476,-0.030492988319778033,-0.27408979022871294,-0.5645263985817125,-0.890639732707368,0.06314053431696813,0.1001429540608645,0.2188898579894888,0.9671605563578185,-0.1882198654490107,0.5523195611132936,0.7621649934229561,0.8721386714483762,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1666666666666666,0.5,0.1666666666666666,0.0,0.1666666666666666,0.0,0.0,0.5,0.5,0.0,0.0,0.5,0.0,0.1666666666666666,0.0,0.0,0.0,0.5,0.1666666666666666,0.0,0.0,0.0,1.535857772231413,0.0,0.0151515151515151,-0.1582628190486891,-0.8457462588542335,-0.2114674922737155,1.0844002762203437,0.16113515072749818,0.21317329205000077,-0.2472954950498821,0.19326707067541563,-0.3630486486612171,0.4848347400051487
100008,0,0,-0.5751334627736389,-0.24402406231989557,0.006251159166044581,0.035792,0.20641572895100826,-0.3170220937242974,-0.0038568712973106527,-1.6635254080139663,2,1.207095296127681,0,0,0.3542247319929012,0.6212263380626669,-0.31368518118918914,1,0,0,0,-0.2507438512121229,-0.44780073023876044,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2779545454545454,0.0561014321232304,-0.8482603738243141,-0.7754860382453027,-0.6222811571102922,-0.27998188970550025,0.08793205933239892,-0.3985798826113643,-0.30760140073985875,-0.18601003667456562,-0.30037953227391256,-0.24305396098607052,-0.17420517404375246,-0.48466229450276854,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,-1.3392549312088002,-0.0804511021873262,0.3419267852734137,-0.35374633307276027,0.4270011214474017,-0.3024675147067936,-0.21303817148138923,0.028905609232766142,0.08819514558130825,-0.46798123686988,0.023865732267850364,0.8964589870013447,0.00616348959533245,1.0300488484384642,-0.24009625211050062,0.03675061576401287,-0.3123336050105452,-0.56003291718881,1.0299954017553605,0.0,0.1102430315913462,1.179241427785253,-0.7443597172236661,0.49737430465878857,-0.04945680249014488,-0.058122927135466546,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.8,0.2,0.2,0.0,0.0,0.2,0.0,0.0,0.2,0.0,0.2,0.0,0.0,0.2,0.0,0.0,0.6,0.0,0.0,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.0,0.0,2.246260096479844,0.0,0.0120481927710843,-0.1582628190486891,-0.07441315917746899,0.03883726909660447,0.3552196462438709,0.13966271866899946,0.11022099026632712,0.40807883744190576,0.3459173433174802,-0.3470292737269848,0.03943613552398414
100009,1,1,0.813032251401739,2.440782939432408,0.9418602172185913,0.035792,-0.5192439724225514,0.4066211797838935,-1.069079801807257,-1.5699753093273652,2,1.207095296127681,0,0,0.7239998516953141,0.4920600938649263,-0.31368518118918914,0,0,0,0,0.9982633739751701,0.11915709143986628,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2415263157894736,0.0264626846736711,1.3931820553641083,-0.4525488255772544,0.3712527136294504,-0.03941913809175082,-0.4489082041737739,-0.2926275733386582,-0.4403044946828653,-0.7668994653963329,0.40013541992728213,-0.10775331690952873,-0.17420517404375246,-0.48466229450276854,0.2222222222222222,0.0,0.0,0.8888888888888888,0.0,0.0,0.6642059222200254,-0.2544532131901025,-0.5913164283352504,-0.10854345623433516,-0.31463056333611134,0.1079559333637569,0.8161733478238921,-0.049645182279475376,-0.3352278250989826,-0.0252371028348852,-0.5053742416228014,1.0,0.263257911209888,1.0954823194633418,-0.24009625211050062,0.3996179760010047,-0.34931799852502354,0.1011807138483059,1.0299954017553605,0.0,0.2095245035525596,0.02523713297898924,-0.7595964254914649,-0.3450064842583893,-0.7799164188119355,-0.058122927135466546,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2857142857142857,0.2857142857142857,0.2857142857142857,0.0,0.1428571428571428,0.0,0.0,0.2857142857142857,0.0,0.0,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8571428571428571,0.2857142857142857,0.1428571428571428,0.1428571428571428,0.4285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.1428571428571428,0.0,0.0,1.452281028202186,0.0,0.0,-0.7054733277051959,-0.38511275107319015,0.14396526887213887,-0.43166655393032877,0.07276589301330777,0.041171259062570464,-0.3823195934364855,-0.20428893945651258,0.07135462324685167,0.05311860827603604
100010,0,1,-0.5751334627736389,2.3637029272893777,0.9943984992901022,0.0031219999999999,0.6443810687936025,-0.8515419954920208,-0.10961363283050467,-0.4104811284230137,3,1.207095296127681,0,1,0.7142792864482229,0.5406544504453575,-0.31368518118918914,1,0,0,0,-0.2507438512121229,-1.0147585519173872,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.116875,0.0275,1.2161269391088885,1.3506844302524066,1.6620416127947304,2.059808361484182,0.056936663056061,-0.37377042673440414,-0.21822391817296935,-0.10634060221122463,-0.11136918556278351,0.17161208940863384,-0.17420517404375246,0.029471531400545207,0.5,0.0,0.0,0.5,0.0,0.0,0.40862038124762373,-0.02466807248349499,0.3338027964715972,-0.08754286927690583,3.379162113660708,-0.33286925160090847,-0.08418934436263434,2.6476451207884732,0.20265130117114905,2.237535086527948,0.6372244364867602,0.9478587942993202,-0.5338623812138754,0.9478587942993202,-0.24009625211050062,-0.409029541395587,1.562138631864428,1.7542147914410957,0.38542549012976557,0.0,0.0,-0.5576890611120598,1.137373753849483,0.2799692899306925,-0.5364298800380053,-0.6874175379421836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.7625026885723339,0.0,0.0,-0.7054733277051959,-0.031440746758785956,-0.6720282531951043,-0.43166655393032877,0.07276589301330777,0.041171259062570464,0.39701874114047786,-0.4482021641828784,1.5651772154981707,-0.5740126821939964
100011,1,0,-0.5751334627736389,1.0833258070107479,0.43449924907452336,0.018634,0.930928323619899,-0.28182543645249825,0.6927768099012355,0.3372608575579175,2,0.5950202859105834,0,0,0.2057472880073281,0.7517237147741489,-0.31368518118918914,1,0,0,0,-0.2507438512121229,-0.44780073023876044,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30068,0.0331759202047841,0.9235464987722485,1.6936798548874143,1.340310547359073,-0.3116440789232385,-0.4575869151311485,-0.5500541292729881,-0.6041472296244218,-2.223012622384988,-0.35715028016161,-0.30098754464973176,-0.17420517404375246,-0.48466229450276854,0.0,0.0,0.0,0.75,0.0,0.0,-0.19818916119007818,-0.13521059006172934,0.28505886366069855,-0.2345646205890686,0.807693414847171,-0.31766838315385104,-0.18869790497815594,0.1610134831147074,0.4062777048814498,-0.46798123686988,0.3390974684024274,0.0,-0.32676725114454913,0.6440084027696462,-0.24009625211050062,0.08993372454704035,-0.7233221579121556,-0.56003291718881,0.707710445942563,0.0,0.10001044550926,1.146066766332917,1.3125958989291688,1.5532142327440093,-0.04945680249014488,-0.2496473739027283,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.25,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.5,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.0,0.25,0.5,0.0,0.0,0.25,0.25,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,1.9119531203629354,0.0,0.0,-0.1582628190486891,-0.8215944497507519,0.5945138393387148,1.631656138784331,0.5116626031271533,1.7238225201133957,-0.20766445470256217,1.254426080307235,-0.3313243155489953,1.9481051724332503
100012,0,0,-0.5751334627736389,-0.4585002121010073,-0.48705887307517737,0.0196889999999999,-0.36071382583730643,-0.1147586366023582,2.680323454265016,0.6521689362353493,2,-1.2412047447407095,0,0,0.7466436294590924,0.5334816299804352,-0.31368518118918914,0,0,0,0,-0.2507438512121229,-0.44780073023876044,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15,0.05,0.062129408339050805,-0.3201646265953216,-0.05192508415078356,-0.19454327349980624,-0.08522888786474228,-0.3483919466400825,-0.2222644452818588,0.13194343359276792,-0.2157578805607561,-0.19270394151184914,-0.17420517404375246,-0.48466229450276854,0.375,0.0,0.0,0.75,0.0,0.0,-0.19818916119007818,-0.13521059006172934,0.28505886366069855,-0.2345646205890686,-0.23741467363710148,-0.17169533762549075,-0.13959627926642057,-0.6454336330473496,-0.6622324310010024,-0.46798123686988,-0.6113542589953495,0.7875876191226274,-0.8490510949564759,0.8097510205471637,-0.24009625211050062,-0.409029541395587,-0.5502568294304571,-0.56003291718881,0.06314053431696813,0.0,0.0,0.15675096945075032,-0.696745003886795,-0.23725862420725746,0.43751627505771556,-0.0854835623879325,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.25,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.25,0.25,0.5,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.75,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.7000903319391414,0.0,0.0,0.9361581982643244,1.5255134180033119,2.138894216993589,0.24915859693352613,-0.09655236813354548,-0.1985096673547644,-0.3816234736047326,-0.23620738084373236,-0.3626484818805444,-0.143499602531009
